National metadata,
Indicator available,Bristol Flood risk management plan
Indicator description,This is the flood risk management plan for bristol
National comparability,
Unit of measurement,
Definitions,
Calculations,
Other information,
Settings,
Reporting status,complete
Non-statistical indicator,Y
Graph type,
Graph title,
Indicator content,"Under the Flood and Water Management Act (2010) Bristol City Council designated as the Lead Local Flood Authority (LLFA) for Bristol. This means they are responsible for managing flood risks from local sources, such as, surface water, groundwater and ordinary watercourses.\ 
[Bristol Local Flood Risk Management Strategy](https://www.bristol.gov.uk/documents/20182/33379/Local+flood+risk+management+strategy/0ef84c1b-05a3-4a71-a6da-62fe1a14f3d4)"
Sources,
Source 1 organisation,Bristol City council
Source 1 periodicity,
Source 1 earliest available data,
Source 1 geographical coverage,Bristol
Source 1 link to data source,https://www.bristol.gov.uk/documents/20182/33379/Local+flood+risk+management+strategy/0ef84c1b-05a3-4a71-a6da-62fe1a14f3d4
Source 1 link to data source text,Bristol Flood risk management plan
Source 1 release date,Feb-18
Source 1 next release,
Source 1 statistical classification,
Source 1 contact details,City.office@bristol.gov.uk
Source 1 other information,
Source 2 organisation,
Source 2 periodicity,
Source 2 earliest available data,
Source 2 geographical coverage,
Source 2 link to data source,
Source 2 link to data source text,
Source 2 release date,
Source 2 next release,
Source 2 statistical classification,
Source 2 contact details,
Source 2 other information,
Source 3 organisation,
Source 3 periodicity,
Source 3 earliest available data,
Source 3 geographical coverage,
Source 3 link to data source,
Source 3 link to data source text,
Source 3 release date,
Source 3 next release,
Source 3 statistical classification,
Source 3 contact details,
Source 3 other information,
Source 4 organisation,
Source 4 periodicity,
Source 4 earliest available data,
Source 4 geographical coverage,
Source 4 link to data source,
Source 4 link to data source text,
Source 4 release date,
Source 4 next release,
Source 4 statistical classification,
Source 4 contact details,
Source 4 other information,
