National metadata,
Indicator available,Percentage of people who eat 5 portions of fruit or vegetables per day
Indicator description,Percentage of people who eat 5 portions of fruit or vegetables per day
National comparability,
Unit of measurement,Percentage (%)
Definitions,Percentage of residents in Bristol who eat 5 portions of fruit or vegetables per day
Calculations,No calculations were performed in the data acquisition of this indicator as appropriate data was readily available in the final format specified by this indicator.
Other information,
Settings,
Reporting status,complete
Non-statistical indicator,N
Graph type,line
Graph title,Percentage of people who eat 5 portions of fruit or vegetables per day
Indicator content,
Sources,
Source 1 organisation,Bristol City Council
Source 1 periodicity,Annual
Source 1 earliest available data,2015
Source 1 geographical coverage,Bristol
Source 1 link to data source,https://opendata.bristol.gov.uk/explore/dataset/quality-of-life-2020-21-citywide-trend/table/?q=fruit&refine.indicator=%25+who+eat+at+least+five+portions+of+fruit+or+vegetables+per+day&sort=indicator
Source 1 link to data source text,Quality of life Bristol
Source 1 release date,10/10/2019
Source 1 next release,TBA
Source 1 statistical classification,Official Statistic
Source 1 contact details,city.office@bristol.gov.uk
Source 1 other information,Data acquired from the National Child Measurement Programme. 
Source 2 organisation,
Source 2 periodicity,
Source 2 earliest available data,
Source 2 geographical coverage,
Source 2 link to data source,
Source 2 link to data source text,
Source 2 release date,
Source 2 next release,
Source 2 statistical classification,
Source 2 contact details,
Source 2 other information,
Source 3 organisation,
Source 3 periodicity,
Source 3 earliest available data,
Source 3 geographical coverage,
Source 3 link to data source,
Source 3 link to data source text,
Source 3 release date,
Source 3 next release,
Source 3 statistical classification,
Source 3 contact details,
Source 3 other information,
Source 4 organisation,
Source 4 periodicity,
Source 4 earliest available data,
Source 4 geographical coverage,
Source 4 link to data source,
Source 3 link to data source text,
Source 4 release date,
Source 4 next release,
Source 4 statistical classification,
Source 4 contact details,
Source 4 other information,
