National metadata,
Indicator available,"Number of commercial bank branches per 100,000 adults "
Indicator description,
National comparability,Comparable across UK local authorities
Unit of measurement,"Rate per 100,000 population"
Definitions,
Calculations,"Rate of banks/building societies per 100,000 population = (Number of banks or building societies/total population)*100,000"
Other information,
Settings,
Reporting status,complete
Non-statistical indicator,N
Graph type,line
Graph title,"Rate of banks and building societies per 100,000 population"
Indicator content,
Sources,
Source 1 organisation,NOMIS
Source 1 periodicity,Annual
Source 1 earliest available data,2010
Source 1 geographical coverage,"Bristol, City of"
Source 1 link to data source,https://www.nomisweb.co.uk/datasets/idbrlu
Source 1 link to data source text,UK Business Counts - local units by industry and employment size band
Source 1 release date,29/09/2020
Source 1 next release,
Source 1 statistical classification,National Statistics
Source 1 contact details,support@nomisweb.co.uk
Source 1 other information,Standard Industrial Classification (SIC2007) 64191 and 64192
Source 2 organisation,NOMIS
Source 2 periodicity,Annual
Source 2 earliest available data,1991
Source 2 geographical coverage,"Bristol, City of"
Source 2 link to data source,https://www.nomisweb.co.uk/query/construct/summary.asp?mode=construct&version=0&dataset=2002
Source 2 link to data source text,Population estimates - local authority based by single year of age 16+
Source 2 release date,09/09/2020
Source 2 next release,Oct-21
Source 2 statistical classification,National Statistics
Source 2 contact details,support@nomisweb.co.uk
Source 2 other information,
Source 3 organisation,
Source 3 periodicity,
Source 3 earliest available data,
Source 3 geographical coverage,
Source 3 link to data source,
Source 3 link to data source text,
Source 3 release date,
Source 3 next release,
Source 3 statistical classification,
Source 3 contact details,
Source 3 other information,
Source 4 organisation,
Source 4 periodicity,
Source 4 earliest available data,
Source 4 geographical coverage,
Source 4 link to data source,
Source 3 link to data source text,
Source 4 release date,
Source 4 next release,
Source 4 statistical classification,
Source 4 contact details,
Source 4 other information,
