National metadata,
Indicator available,"Under 75 Mortality rate attributed to cardiovascular disease, cancer, liver or chronic respiratory disease "
Indicator description,"Under 75 Mortality rate attributed to cardiovascular disease, cancer, liver or chronic respiratory disease "
National comparability,Comparable across UK local authorities
Unit of measurement,"rate per 100,000 population"
Definitions,
Calculations,No calculations
Other information,The data is based on a 3 year average due to sample size. The year given is the middle year of the sample. For example the sample years between 2001-2003 is displayed as 2002
Settings,
Reporting status,complete
Non-statistical indicator,N
Graph type,line
Graph title,Mortality rate by Cause
Indicator content,
Sources,
Source 1 organisation,Public Health England
Source 1 periodicity,Annual (3 year rolling average)
Source 1 earliest available data,2001-2003
Source 1 geographical coverage,Bristol
Source 1 link to data source,https://fingertips.phe.org.uk/mortality-profile#page/4/gid/1938133009/pat/6/par/E12000009/ati/202/are/E06000023/iid/40401/age/163/sex/4/cid/4/page-options/ovw-do-0_cin-ci-1_eng-vo-0_eng-do-0_car-do-0
Source 1 link to data source text,Under 75 mortality rates
Source 1 release date,05/11/2019
Source 1 next release,TBA
Source 1 statistical classification,Official Statistics
Source 1 contact details,PHOF.enquiries@phe.gov.uk.
Source 1 other information,Data is based on a 3 year average due to sample size
Source 2 organisation,
Source 2 periodicity,
Source 2 earliest available data,
Source 2 geographical coverage,
Source 2 link to data source,
Source 2 link to data source text,
Source 2 release date,
Source 2 next release,
Source 2 statistical classification,
Source 2 contact details,
Source 2 other information,
Source 3 organisation,
Source 3 periodicity,
Source 3 earliest available data,
Source 3 geographical coverage,
Source 3 link to data source,
Source 3 link to data source text,
Source 3 release date,
Source 3 next release,
Source 3 statistical classification,
Source 3 contact details,
Source 3 other information,
Source 4 organisation,
Source 4 periodicity,
Source 4 earliest available data,
Source 4 geographical coverage,
Source 4 link to data source,
Source 3 link to data source text,
Source 4 release date,
Source 4 next release,
Source 4 statistical classification,
Source 4 contact details,
Source 4 other information,
