National metadata,
Indicator available,Bristol climate emergency action
Indicator description,
National comparability,Comparable to other Local authorities
Unit of measurement,
Definitions,
Calculations,
Other information,
Settings,
Reporting status,complete
Non-statistical indicator,Y
Graph type,line
Graph title,
Indicator content,In November 2018 the City Councillors and Mayor declared a Climate Emergency. The mayor has also developed a [climate emergency action plan](https://www.bristol.gov.uk/documents/20182/33379/Mayor%27s+Climate+Emergency+Action+Plan+2019+FINAL). More recently a [One city climate strategy](https://www.bristolonecity.com/wp-content/uploads/2020/02/one-city-climate-strategy.pdf) has also been released.
Sources,
Source 1 organisation,Bristol City council
Source 1 periodicity,
Source 1 earliest available data,
Source 1 geographical coverage,Bristol
Source 1 link to data source,https://www.bristol.gov.uk/policies-plans-strategies/council-action-on-climate-change
Source 1 link to data source text,Climate change plan
Source 1 release date,
Source 1 next release,
Source 1 statistical classification,
Source 1 contact details,city.office@bristol.gov.uk
Source 1 other information,
Source 2 organisation,
Source 2 periodicity,
Source 2 earliest available data,
Source 2 geographical coverage,
Source 2 link to data source,
Source 2 link to data source text,
Source 2 release date,
Source 2 next release,
Source 2 statistical classification,
Source 2 contact details,
Source 2 other information,
Source 3 organisation,
Source 3 periodicity,
Source 3 earliest available data,
Source 3 geographical coverage,
Source 3 link to data source,
Source 3 link to data source text,
Source 3 release date,
Source 3 next release,
Source 3 statistical classification,
Source 3 contact details,
Source 3 other information,
Source 4 organisation,
Source 4 periodicity,
Source 4 earliest available data,
Source 4 geographical coverage,
Source 4 link to data source,
Source 4 link to data source text,
Source 4 release date,
Source 4 next release,
Source 4 statistical classification,
Source 4 contact details,
Source 4 other information,
