National metadata,
Indicator available,Mortality rate due to WASH attributable factors
Indicator description,"Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (exposure to unsafe Water, Sanitation and Hygiene for All (WASH) services)"
National comparability,Comparable across UK local authorities
Unit of measurement,"Age-standardised mortality rate per 100,000"
Definitions,"Total figures are for Intestinal infectious diseases and do not include hookworm disease, Ascariasis and Trichriasis"
Calculations,No calculations
Other information,"Some figures are missing.  Please note no breakdown data is available for cholera, typhoid and paratyphoyd fever, shigelossis, amoebiasis, other protozoal intestinal diseases, viral and other intestinal infections. No data is available for hookworm disease, Ascariasis and Trichuriasis and are not included in totals. "
Settings,
Reporting status,complete 
Non-statistical indicator,N
Graph type,line
Graph title,Mortality rate due to WASH attributable factors
Indicator content,
Sources,
Source 1 organisation,Office for National Statistics
Source 1 periodicity,Annual
Source 1 earliest available data,2013
Source 1 geographical coverage,Bristol
Source 1 link to data source,https://www.nomisweb.co.uk/datasets/mortsa
Source 1 link to data source text,Mortality Statistics
Source 1 release date,24/07/2020
Source 1 next release,TBA
Source 1 statistical classification,Official Statistics
Source 1 contact details,vsob@ons.gov.uk
Source 1 other information,Figures used are for ICD A00-A09
Source 2 organisation,
Source 2 periodicity,
Source 2 earliest available data,
Source 2 geographical coverage,
Source 2 link to data source,
Source 2 link to data source text,
Source 2 release date,
Source 2 next release,
Source 2 statistical classification,
Source 2 contact details,
Source 2 other information,
Source 3 organisation,
Source 3 periodicity,
Source 3 earliest available data,
Source 3 geographical coverage,
Source 3 link to data source,
Source 3 link to data source text,
Source 3 release date,
Source 3 next release,
Source 3 statistical classification,
Source 3 contact details,
Source 3 other information,
Source 4 organisation,
Source 4 periodicity,
Source 4 earliest available data,
Source 4 geographical coverage,
Source 4 link to data source,
Source 3 link to data source text,
Source 4 release date,
Source 4 next release,
Source 4 statistical classification,
Source 4 contact details,
Source 4 other information,
