National metadata,
Indicator available,"New HIV diagnosis rate / 100,000 population aged 15 and over."
Indicator description,
National comparability,Comparable across UK local authorities
Unit of measurement,"Rate per 100,000 population"
Definitions,
Calculations,
Other information,
Settings,
Reporting status,complete
Non-statistical indicator,N
Graph type,line
Graph title,"New HIV diagnosis rate / 100,000 population "
Indicator content,
Sources,
Source 1 organisation,Public Health England
Source 1 periodicity,Annual 
Source 1 earliest available data,2011
Source 1 geographical coverage,United Kingdom
Source 1 link to data source,https://fingertips.phe.org.uk/profile/SEXUALHEALTH/
Source 1 link to data source text,PHE Fingertips: Sexual Health Profiles 
Source 1 release date,03/09/2019
Source 1 next release,TBC
Source 1 statistical classification,Official
Source 1 contact details,profilefeedback@phe.gov.uk
Source 1 other information,
Source 2 organisation,
Source 2 periodicity,
Source 2 earliest available data,
Source 2 geographical coverage,
Source 2 link to data source,
Source 2 link to data source text,
Source 2 release date,
Source 2 next release,
Source 2 statistical classification,
Source 2 contact details,
Source 2 other information,
Source 3 organisation,
Source 3 periodicity,
Source 3 earliest available data,
Source 3 geographical coverage,
Source 3 link to data source,
Source 3 link to data source text,
Source 3 release date,
Source 3 next release,
Source 3 statistical classification,
Source 3 contact details,
Source 3 other information,
Source 4 organisation,
Source 4 periodicity,
Source 4 earliest available data,
Source 4 geographical coverage,
Source 4 link to data source,
Source 3 link to data source text,
Source 4 release date,
Source 4 next release,
Source 4 statistical classification,
Source 4 contact details,
Source 4 other information,
