National metadata,
Indicator available,Annual growth rate of real GDP per Capita
Indicator description,Gross Domestic Product (GDP) chained volume measures (CVM) annual growth rates
National comparability,
Unit of measurement,Annual growth rate of GDP
Definitions,"Gross Domestic Product (GDP) is the main measure of the size of the economy, representing the total value of all final goods and services produced in a defined time period. The ONS has published <a href=""https://www.ons.gov.uk/economy/grossdomesticproductgdp/articles/whatisgdp/2016-11-21"">What is GDP?</a> and <a href=""https://www.ons.gov.uk/economy/grossdomesticproductgdp/articles/gdpandme/2017-03-20"">GDP and me</a> to explain what GDP is and how it relates to everyday life."
Calculations,
Other information,
Settings,
Reporting status,complete
Non-statistical indicator,N
Graph type,line
Graph title,Annual growth rate of GDP
Indicator content,
Sources,
Source 1 organisation,Office for National Statistics
Source 1 periodicity,Annual
Source 1 earliest available data,1998
Source 1 geographical coverage,Bristol
Source 1 link to data source,https://www.ons.gov.uk/economy/grossdomesticproductgdp/datasets/regionalgrossdomesticproductlocalauthorities
Source 1 link to data source text,Regional gross domestic product local authorities
Source 1 release date,19/12/2019
Source 1 next release,May-21
Source 1 statistical classification,Official Statistic
Source 1 contact details,regionalaccounts@ons.gov.uk
Source 1 other information,
Source 2 organisation,
Source 2 periodicity,
Source 2 earliest available data,
Source 2 geographical coverage,
Source 2 link to data source,
Source 2 link to data source text,
Source 2 release date,
Source 2 next release,
Source 2 statistical classification,
Source 2 contact details,
Source 2 other information,
Source 3 organisation,
Source 3 periodicity,
Source 3 earliest available data,
Source 3 geographical coverage,
Source 3 link to data source,
Source 3 link to data source text,
Source 3 release date,
Source 3 next release,
Source 3 statistical classification,
Source 3 contact details,
Source 3 other information,
Source 4 organisation,
Source 4 periodicity,
Source 4 earliest available data,
Source 4 geographical coverage,
Source 4 link to data source,
Source 3 link to data source text,
Source 4 release date,
Source 4 next release,
Source 4 statistical classification,
Source 4 contact details,
Source 4 other information,
