National metadata,
Indicator available,Local election participation and elected officials gender
Indicator description,This dataset contains details of the proportion of those that participated in the last local election as a proportion of those eligble to.
National comparability,Comparable to other Local authorities
Unit of measurement,% Percent
Definitions,the proportion ofvoters that cast a vote in the mayoral election that yearbof all those entit;ed to do so.
Calculations,No additional calculations were performed on this dataset.
Other information,"Any other info on the dataset, e.g. data control applied?"
Settings,
Reporting status,complete
Non-statistical indicator,N
Graph type,line
Graph title,Local election participation and elected officials gender
Indicator content,
Sources,
Source 1 organisation,University of Bristol
Source 1 periodicity,
Source 1 earliest available data,2016
Source 1 geographical coverage,Bristol
Source 1 link to data source,https://www.bristol.ac.uk/media-library/sites/cabot-institute-2018/documents/BRISTOL%20AND%20THE%20SDGs.pdf
Source 1 link to data source text,Bristol VLR 2019
Source 1 release date,Jul-19
Source 1 next release,TBD
Source 1 statistical classification,
Source 1 contact details,City.office@bristol.gov.uk
Source 1 other information,
Source 2 organisation,Bristol City Council
Source 2 periodicity,Annual
Source 2 earliest available data,2016
Source 2 geographical coverage,Bristol
Source 2 link to data source,https://www.bristol.gov.uk/voting-elections/election-results
Source 2 link to data source text,Bristol City Council - Election results
Source 2 release date,2019
Source 2 next release,TBA
Source 2 statistical classification,
Source 2 contact details,electoral.services@bristol.gov.uk
Source 2 other information,
Source 3 organisation,
Source 3 periodicity,
Source 3 earliest available data,
Source 3 geographical coverage,
Source 3 link to data source,
Source 3 link to data source text,
Source 3 release date,
Source 3 next release,
Source 3 statistical classification,
Source 3 contact details,
Source 3 other information,
Source 4 organisation,
Source 4 periodicity,
Source 4 earliest available data,
Source 4 geographical coverage,
Source 4 link to data source,
Source 3 link to data source text,
Source 4 release date,
Source 4 next release,
Source 4 statistical classification,
Source 4 contact details,
Source 4 other information,
