National metadata,
Indicator available,Gender Pay Gap
Indicator description,Gender Pay Gap
National comparability,Comparable across UK local authorities
Unit of measurement,Percentage
Definitions,"Gender pay Gap is based on the percentage difference betwenn the median wages. The workplace population in a local authority is defined as the population whose usual place of work is in that local authority, including individuals who live and work in the local authority and individuals who work in the local authority but commute from a home elsewhere within England or Wales. The Resident analysis refers to those who reside in the local authority however the workplace does not have to be within the same local authority"
Calculations,No Calculations
Other information,
Settings,
Reporting status,complete
Non-statistical indicator,N
Graph type,line
Graph title,Gender Pay Gap
Indicator content,
Sources,
Source 1 organisation,Office for National Statistics
Source 1 periodicity,Annual
Source 1 earliest available data,1997
Source 1 geographical coverage,Bristol
Source 1 link to data source,https://www.ons.gov.uk/employmentandlabourmarket/peopleinwork/earningsandworkinghours/datasets/annualsurveyofhoursandearningsashegenderpaygaptables
Source 1 link to data source text,Annual Survey of Hours and Earnings 
Source 1 release date,07/12/2020
Source 1 next release,TBA
Source 1 statistical classification,National Statistics
Source 1 contact details,earnings@ons.gov.uk
Source 1 other information,Home' Geography location not used pre-2002
Source 2 organisation,BCC Data Team
Source 2 periodicity,Annual
Source 2 earliest available data,2015
Source 2 geographical coverage,Bristol
Source 2 link to data source,
Source 2 link to data source text,
Source 2 release date,2019
Source 2 next release,TBD
Source 2 statistical classification,
Source 2 contact details,city.office@bristol.gov.uk
Source 2 other information,
Source 3 organisation,
Source 3 periodicity,
Source 3 earliest available data,
Source 3 geographical coverage,
Source 3 link to data source,
Source 3 link to data source text,
Source 3 release date,
Source 3 next release,
Source 3 statistical classification,
Source 3 contact details,
Source 3 other information,
Source 4 organisation,
Source 4 periodicity,
Source 4 earliest available data,
Source 4 geographical coverage,
Source 4 link to data source,
Source 3 link to data source text,
Source 4 release date,
Source 4 next release,
Source 4 statistical classification,
Source 4 contact details,
Source 4 other information,
