National metadata,
Indicator available,Percentage of drug and alcohol users that has completed treatment and does not re-present to treatment for 6 months. 
Indicator description,
National comparability,Comparable across UK local authorities
Unit of measurement,Percentage 
Definitions,
Calculations,No calculations
Other information,"The data shows the percentage of users who complete treatement sucesfully and do not re-present to treatment in 6 months.  Achieving this outcome demonstrates improvements in well-being and health, resulting in increased longevity and fewer hospital admissions related to drug and alcohol use. "
Settings,
Reporting status,complete
Non-statistical indicator,N
Graph type,line
Graph title,Percentage of drug and alcohol users who have completed treatment. 
Indicator content,
Sources,
Source 1 organisation,NHS England
Source 1 periodicity,Annual
Source 1 earliest available data,2010
Source 1 geographical coverage,Bristol
Source 1 link to data source,https://data.england.nhs.uk/dataset/phe-indicator-90244/resource/7f34da4b-2ded-4d41-80c4-c7221244fbda#
Source 1 link to data source text,Succesfull completion of drug intervention - Opiate 
Source 1 release date,07/03/2017
Source 1 next release,TBA
Source 1 statistical classification,Official Statistic
Source 1 contact details,phof.enquiries@phe.gov.uk
Source 1 other information,
Source 2 organisation,NHS England
Source 2 periodicity,Annual
Source 2 earliest available data,2010
Source 2 geographical coverage,Bristol
Source 2 link to data source,https://data.england.nhs.uk/dataset/phe-indicator-90245
Source 2 link to data source text,Succesfull completion of drug intervention - Non-opiate 
Source 2 release date,07/03/2017
Source 2 next release,TBA
Source 2 statistical classification,Official Statistic
Source 2 contact details,phof.enquiries@phe.gov.uk
Source 2 other information,
Source 3 organisation,NHS England
Source 3 periodicity,Annual
Source 3 earliest available data,2010
Source 3 geographical coverage,Bristol
Source 3 link to data source,https://data.england.nhs.uk/dataset/phe-indicator-92447
Source 3 link to data source text,Succesfull completion  of alcohol treatment
Source 3 release date,07/03/2017
Source 3 next release,TBA
Source 3 statistical classification,Official Statistic
Source 3 contact details,phof.enquiries@phe.gov.uk
Source 3 other information,
Source 4 organisation,
Source 4 periodicity,
Source 4 earliest available data,
Source 4 geographical coverage,
Source 4 link to data source,
Source 3 link to data source text,
Source 4 release date,
Source 4 next release,
Source 4 statistical classification,
Source 4 contact details,
Source 4 other information,
