National metadata,
Indicator available,Deaths due to 'Exposure to forces of nature'
Indicator description,"Number of deaths, missing persons and directly affected persons attributed to disasters per 100,000 population"
National comparability,Comparable across UK local authorities
Unit of measurement,"deaths per 100,000 population"
Definitions,
Calculations,No calculations
Other information,"Cause of death is classified using the International Statistical Classification of Diseases and Related Health Problems (ICD-10). As this is a classification of morbidity (ill health) as well as mortality, and as the classification is used in all countries of the world rather than just in the UK, there will be no deaths registered against most of the elements in the lowest levels of this classification."
Settings,
Reporting status,complete
Non-statistical indicator,N
Graph type,line
Graph title,Deaths due to 'Exposure to forces of nature'
Indicator content,
Sources,
Source 1 organisation,Official labour market statistics
Source 1 periodicity,Annual
Source 1 earliest available data,2013
Source 1 geographical coverage,Bristol
Source 1 link to data source,https://www.nomisweb.co.uk/query/construct/summary.asp?reset=yes&mode=construct&dataset=161&version=0&anal=1&initsel=
Source 1 link to data source text,Mortality Statistics via NOMIS
Source 1 release date,24/07/2020
Source 1 next release,TBA
Source 1 statistical classification,Official Statistic
Source 1 contact details,vsob@ons.gov.uk
Source 1 other information,"U509,V01-Y89 XX External causes of morbidity and mortality -- V01-X59 Accidents -- W00-X59 Other external causes of accidental injury -- X30-X39 Exposure to forces of nature"
Source 2 organisation,
Source 2 periodicity,
Source 2 earliest available data,
Source 2 geographical coverage,
Source 2 link to data source,
Source 2 link to data source text,
Source 2 release date,
Source 2 next release,
Source 2 statistical classification,
Source 2 contact details,
Source 2 other information,
Source 3 organisation,
Source 3 periodicity,
Source 3 earliest available data,
Source 3 geographical coverage,
Source 3 link to data source,
Source 3 link to data source text,
Source 3 release date,
Source 3 next release,
Source 3 statistical classification,
Source 3 contact details,
Source 3 other information,
Source 4 organisation,
Source 4 periodicity,
Source 4 earliest available data,
Source 4 geographical coverage,
Source 4 link to data source,
Source 4 link to data source text,
Source 4 release date,
Source 4 next release,
Source 4 statistical classification,
Source 4 contact details,
Source 4 other information,
