National metadata,
Indicator available,Gross Valued Added per filled Job
Indicator description,Gross Valued Added per filled Job
National comparability,Comparable across UK local authorities
Unit of measurement,Indices; GBP
Definitions,"Data is at current basic prices and indices. For indices data the UK=100 for each year. Labour productivity is defined as the quantity of goods and services produced per unit of labour input, for example, per hour worked or per filled job. It is one of the most widely used measures of economic performance of a nation or an area"
Calculations,
Other information,Data has been smoothed to try and compensate for the volatility due to small sample sizes at low geographical areas. The smoothed data reduces the volatility by using weighted data from up to five years in producing the estimate for each year
Settings,
Reporting status,complete
Non-statistical indicator,N
Graph type,line
Graph title,Gross Valued Added per filled Job
Indicator content,
Sources,
Source 1 organisation,Office for National Statistics
Source 1 periodicity,Annual
Source 1 earliest available data,2002
Source 1 geographical coverage,Bristol
Source 1 link to data source,https://www.ons.gov.uk/employmentandlabourmarket/peopleinwork/labourproductivity/articles/regionalandsubregionalproductivityintheuk/february2020#results-for-nuts3-areas
Source 1 link to data source text,Regional Productivity local authorities
Source 1 release date,28/02/2020
Source 1 next release,TBA
Source 1 statistical classification,Experimental Statistics
Source 1 contact details,subnational@ons.gov.uk
Source 1 other information,Subregional productivity: labour productivity indices by UK NUTS2 and NUTS3 Subregions
Source 2 organisation,
Source 2 periodicity,
Source 2 earliest available data,
Source 2 geographical coverage,
Source 2 link to data source,
Source 2 link to data source text,
Source 2 release date,
Source 2 next release,
Source 2 statistical classification,
Source 2 contact details,
Source 2 other information,
Source 3 organisation,
Source 3 periodicity,
Source 3 earliest available data,
Source 3 geographical coverage,
Source 3 link to data source,
Source 3 link to data source text,
Source 3 release date,
Source 3 next release,
Source 3 statistical classification,
Source 3 contact details,
Source 3 other information,
Source 4 organisation,
Source 4 periodicity,
Source 4 earliest available data,
Source 4 geographical coverage,
Source 4 link to data source,
Source 3 link to data source text,
Source 4 release date,
Source 4 next release,
Source 4 statistical classification,
Source 4 contact details,
Source 4 other information,
