National metadata,
Indicator available,Event Duration Monitoring - Storm Overflow
Indicator description,This is a cumculative total of hours in a year that storm sewers belonging to wessex water were overflowing.
National comparability,Not comparable to other Local authorities
Unit of measurement,Hours
Definitions,This is a cumculative total of hours that storm sewers belonging to wessex water were detected to be overflowing.
Calculations,No calculations were performed on this dataset and it is presented as found
Other information,"Any other info on the dataset, e.g. data control applied?"
Settings,
Reporting status,complete
Non-statistical indicator,N
Graph type,bar
Graph title,EDM Storm overflow duration Wessex
Use geocodes for mapping,FALSE
Indicator content,
Sources,
Source 1 organisation,Environment agency
Source 1 periodicity,Annual
Source 1 earliest available data,2020
Source 1 geographical coverage,Bristol
Source 1 link to data source,https://data.gov.uk/dataset/19f6064d-7356-466f-844e-d20ea10ae9fd/event-duration-monitoring-storm-overflows-2020
Source 1 link to data source text,EDM of storm overflows 2020
Source 1 release date,02/04/2021
Source 1 next release,TBA
Source 1 statistical classification,Official Statistic
Source 1 contact details,DSPcustomerforum@environment-agency.gov.uk
Source 1 other information,
Source 2 organisation,
Source 2 periodicity,
Source 2 earliest available data,
Source 2 geographical coverage,
Source 2 link to data source,
Source 2 link to data source text,
Source 2 release date,
Source 2 next release,
Source 2 statistical classification,
Source 2 contact details,
Source 2 other information,
Source 3 organisation,
Source 3 periodicity,
Source 3 earliest available data,
Source 3 geographical coverage,
Source 3 link to data source,
Source 3 link to data source text,
Source 3 release date,
Source 3 next release,
Source 3 statistical classification,
Source 3 contact details,
Source 3 other information,
Source 4 organisation,
Source 4 periodicity,
Source 4 earliest available data,
Source 4 geographical coverage,
Source 4 link to data source,
Source 4 link to data source text,
Source 4 release date,
Source 4 next release,
Source 4 statistical classification,
Source 4 contact details,
Source 4 other information,
