National metadata,
Indicator available,Average hourly earnings of female and male in part time and full time work
Indicator description,Average hourly earnings of female and male in part time and full time work
National comparability,Comparable across UK local authorities
Unit of measurement,GBP
Definitions,"Earnings are shown as the mean rate and are gross earnings before tax, national insurance and other deductions, and excludes payments in kind"
Calculations,No Calculations
Other information,"The workplace population in a local authority is defined as the population whose usual place of work is in that local authority, including both individuals who live and work in the local authority and individuals who work in the local authority but commute from a home elsewhere within England or Wales. The Resident analysis refers to those who reside from the local authority however the workplace does not have to be within that local authority."
Settings,
Reporting status,complete
Non-statistical indicator,N
Graph type,line
Graph title,Average hourly earnings of female and male in part time and full time work
Indicator content,
Sources,
Source 1 organisation,Nomis
Source 1 periodicity,Annual
Source 1 earliest available data,1997
Source 1 geographical coverage,Bristol
Source 1 link to data source,https://www.nomisweb.co.uk/sources/ashe
Source 1 link to data source text,"Earnings by place of residence, Earnings by place of work"
Source 1 release date,05/11/2020
Source 1 next release,30/11/2021
Source 1 statistical classification,National Statistic
Source 1 contact details,support@nomisweb.co.uk
Source 1 other information,
Source 2 organisation,
Source 2 periodicity,
Source 2 earliest available data,
Source 2 geographical coverage,
Source 2 link to data source,
Source 2 link to data source text,
Source 2 release date,
Source 2 next release,
Source 2 statistical classification,
Source 2 contact details,
Source 2 other information,
Source 3 organisation,
Source 3 periodicity,
Source 3 earliest available data,
Source 3 geographical coverage,
Source 3 link to data source,
Source 3 link to data source text,
Source 3 release date,
Source 3 next release,
Source 3 statistical classification,
Source 3 contact details,
Source 3 other information,
Source 4 organisation,
Source 4 periodicity,
Source 4 earliest available data,
Source 4 geographical coverage,
Source 4 link to data source,
Source 3 link to data source text,
Source 4 release date,
Source 4 next release,
Source 4 statistical classification,
Source 4 contact details,
Source 4 other information,
