National metadata,
Indicator available,CO2 emission per unit of value added
Indicator description,CO2 emission per GVA
National comparability,Comparable to other Local authorities
Unit of measurement,Tonnes CO2 per £million GVA
Definitions,CO2 emission per unit of value added in Bristol
Calculations,
Other information,
Settings,
Reporting status,complete
Non-statistical indicator,N
Graph type,line
Graph title,CO2 emission per GVA
Indicator content,
Sources,
Source 1 organisation,Office for national statistics
Source 1 periodicity,Annual
Source 1 earliest available data,2010
Source 1 geographical coverage,Bristol
Source 1 link to data source,https://www.ons.gov.uk/economy/grossvalueaddedgva/datasets/regionalgrossvalueaddedbalancedlocalauthoritiesbynuts1region
Source 1 link to data source text,Regional gross value added - local authorities by NUTS1 region
Source 1 release date,19/12/2019
Source 1 next release,TBA
Source 1 statistical classification,Official Statistic
Source 1 contact details,regionalaccounts@ons.gov.uk
Source 1 other information,Other info specific to this dataset
Source 2 organisation,Bristol City coucil
Source 2 periodicity,Annual
Source 2 earliest available data,2010
Source 2 geographical coverage,Bristol
Source 2 link to data source,
Source 2 link to data source text,
Source 2 release date,
Source 2 next release,
Source 2 statistical classification,
Source 2 contact details,
Source 2 other information,
Source 3 organisation,
Source 3 periodicity,
Source 3 earliest available data,
Source 3 geographical coverage,
Source 3 link to data source,
Source 3 link to data source text,
Source 3 release date,
Source 3 next release,
Source 3 statistical classification,
Source 3 contact details,
Source 3 other information,
Source 4 organisation,
Source 4 periodicity,
Source 4 earliest available data,
Source 4 geographical coverage,
Source 4 link to data source,
Source 3 link to data source text,
Source 4 release date,
Source 4 next release,
Source 4 statistical classification,
Source 4 contact details,
Source 4 other information,
