National metadata,
Indicator available,Percentage of children achieving at least the expected proficiency level in Reading and Mathematics at ages 7 and 11
Indicator description,
National comparability,Comparable across UK local authorities
Unit of measurement,Percentage (%)
Definitions,Data are based on the National Curriculum for England. Children in key stage 1 are between the ages of 5 and 7. This covers years 1 and 2 in primary school. Children in key stage 2 and between the ages of 7 and 11. This covers years 3 to 6 in primary school.
Calculations,No calculations were performed in the data acquisition of this indicator as appropriate data was readily available in the final format specified by this indicator. For insight into the details of potential calculations please refer to the original source metadata or source contact.
Other information,Data based on academic school year (September to August). The date on the X axis is the start of the academic year. Figures before 2016 are not comparable to figures from 2016 onwards due to a change in assesments.
Settings,
Reporting status,complete
Non-statistical indicator,N
Graph type,line
Graph title,Percentage of children achieving at least the expected proficiency level in reading and mathematics
Indicator content,
Sources,
Source 1 organisation,Department for Education (DfE)
Source 1 periodicity,Annual
Source 1 earliest available data,2011
Source 1 geographical coverage,England
Source 1 link to data source,https://www.gov.uk/government/collections/statistics-key-stage-1 
Source 1 link to data source text,Key Stage 1 Statistics
Source 1 release date,13/12/2018
Source 1 next release,TBA
Source 1 statistical classification,National Statistic
Source 1 contact details,primary.attainment@education.gov.uk
Source 1 other information,Attainment at age 7 is based on teacher assessments.
Source 2 organisation,Department for Education (DfE)
Source 2 periodicity,Annual
Source 2 earliest available data,2016
Source 2 geographical coverage,England
Source 2 link to data source,https://www.gov.uk/government/collections/statistics-key-stage-2
Source 2 link to data source text,Key Stage 2 Statistics
Source 2 release date,29/01/2019
Source 2 next release,TBA
Source 2 statistical classification,National Statistic
Source 2 contact details,primary.attainment@education.gov.uk
Source 2 other information,
Source 3 organisation,
Source 3 periodicity,
Source 3 earliest available data,
Source 3 geographical coverage,
Source 3 link to data source,
Source 3 link to data source text,
Source 3 release date,
Source 3 next release,
Source 3 statistical classification,
Source 3 contact details,
Source 3 other information,
Source 4 organisation,
Source 4 periodicity,
Source 4 earliest available data,
Source 4 geographical coverage,
Source 4 link to data source,
Source 3 link to data source text,
Source 4 release date,
Source 4 next release,
Source 4 statistical classification,
Source 4 contact details,
Source 4 other information,
