National metadata,
Indicator available,Unemployment and business data in bristol
Indicator description,Unemployment and business data in bristol
National comparability,Comparable to other Local authorities
Unit of measurement,see dataset for units
Definitions,
Calculations,No calculations were performed on the dataset and it is presented as found
Other information,
Settings,
Reporting status,complete
Non-statistical indicator,N
Graph type,line
Graph title,Unemployment and business indicators in bristol
Indicator content,
Sources,
Source 1 organisation,Centre for cities
Source 1 periodicity,Annual
Source 1 earliest available data,2004
Source 1 geographical coverage,Bristol
Source 1 link to data source,"https://www.centreforcities.org/data-tool/#graph=time&city=bristol&city=national-average&sortOrder=high&indicator=business-stock\\actual\\2004--2019&tableOrder=tableOrder\\0,1"
Source 1 link to data source text,Centre for cities
Source 1 release date,
Source 1 next release,TBD
Source 1 statistical classification,
Source 1 contact details,
Source 1 other information,
Source 2 organisation,NOMIS
Source 2 periodicity,Yearly
Source 2 earliest available data,2010
Source 2 geographical coverage,Bristol
Source 2 link to data source,https://www.nomisweb.co.uk/reports/lmp/la/1946157348/subreports/ea_time_series/report.aspx?
Source 2 link to data source text,Nomis - Unemployment report
Source 2 release date,2018
Source 2 next release,TBD
Source 2 statistical classification,Official Statistic
Source 2 contact details,
Source 2 other information,
Source 3 organisation,
Source 3 periodicity,
Source 3 earliest available data,
Source 3 geographical coverage,
Source 3 link to data source,
Source 3 link to data source text,
Source 3 release date,
Source 3 next release,
Source 3 statistical classification,
Source 3 contact details,
Source 3 other information,
Source 4 organisation,
Source 4 periodicity,
Source 4 earliest available data,
Source 4 geographical coverage,
Source 4 link to data source,
Source 3 link to data source text,
Source 4 release date,
Source 4 next release,
Source 4 statistical classification,
Source 4 contact details,
Source 4 other information,
