National metadata,
Indicator available,Full time workers weekly income by percentiles and their difference
Indicator description,Income is disaggregated by percentiles and the difference between the 10th and 90th percentile is calculated and displayed separately for both sexes.
National comparability,Comparable to other Local authorities
Unit of measurement,£GBP
Definitions,Annual estimates of paid hours worked and earnings for UK employees by sex is the description of the overall dataset. 
Calculations,"The value of the 10th percentile is subtracted from the 90th percentile to calculate the difference between the 10th and 90th percentile. Where either of these values are missing, this diferrence is not calculated."
Other information,
Settings,
Reporting status,complete
Non-statistical indicator,N
Graph type,line
Graph title,Full time worker weekly income percentiles
Indicator content,
Sources,
Source 1 organisation,Office for national statistics
Source 1 periodicity,Annual
Source 1 earliest available data,Initial datapoint
Source 1 geographical coverage,Bristol
Source 1 link to data source,https://www.ons.gov.uk/employmentandlabourmarket/peopleinwork/earningsandworkinghours/datasets/placeofresidencebylocalauthorityashetable8
Source 1 link to data source text,ONS
Source 1 release date,03/11/2020
Source 1 next release,TBA
Source 1 statistical classification,Official Statistic
Source 1 contact details,earnings@ons.gov.uk
Source 1 other information,Some data is not available due to there being insufficient data to calculate a value
Source 2 organisation,
Source 2 periodicity,
Source 2 earliest available data,
Source 2 geographical coverage,
Source 2 link to data source,
Source 2 link to data source text,
Source 2 release date,
Source 2 next release,
Source 2 statistical classification,
Source 2 contact details,
Source 2 other information,
Source 3 organisation,
Source 3 periodicity,
Source 3 earliest available data,
Source 3 geographical coverage,
Source 3 link to data source,
Source 3 link to data source text,
Source 3 release date,
Source 3 next release,
Source 3 statistical classification,
Source 3 contact details,
Source 3 other information,
Source 4 organisation,
Source 4 periodicity,
Source 4 earliest available data,
Source 4 geographical coverage,
Source 4 link to data source,
Source 3 link to data source text,
Source 4 release date,
Source 4 next release,
Source 4 statistical classification,
Source 4 contact details,
Source 4 other information,
