National metadata,
Indicator available,Proportion of Adults without a level 2 qualification or are in training
Indicator description,Dataset shows the proportion of adults without a full level 2 qualification (5 GCSE) and those who are in training
National comparability,Comparable to other Local authorities
Unit of measurement,% adults
Definitions,Dataset shows the proportion of adults without a full level 2 qualification (5 GCSE) and those who are in training or have been within the last 4 weeks.
Calculations,No additional calculations have been performed and the dataset has been presented as found.
Other information,
Settings,
Reporting status,complete
Non-statistical indicator,N
Graph type,line
Graph title,Proportion of Adults without a level 2 qualification or are in training
Indicator content,
Sources,
Source 1 organisation,ONS Nomis
Source 1 periodicity,Annual
Source 1 earliest available data,2010
Source 1 geographical coverage,Bristol
Source 1 link to data source,https://www.nomisweb.co.uk/reports/lmp/la/1946157348/subreports/quals_time_series/report.aspx?
Source 1 link to data source text,Nomis
Source 1 release date,2018
Source 1 next release,TBC
Source 1 statistical classification,Official Statistic
Source 1 contact details,City.office@bristol.gov.uk
Source 1 other information,
Source 2 organisation,
Source 2 periodicity,
Source 2 earliest available data,
Source 2 geographical coverage,
Source 2 link to data source,
Source 2 link to data source text,
Source 2 release date,
Source 2 next release,
Source 2 statistical classification,
Source 2 contact details,
Source 2 other information,
Source 3 organisation,
Source 3 periodicity,
Source 3 earliest available data,
Source 3 geographical coverage,
Source 3 link to data source,
Source 3 link to data source text,
Source 3 release date,
Source 3 next release,
Source 3 statistical classification,
Source 3 contact details,
Source 3 other information,
Source 4 organisation,
Source 4 periodicity,
Source 4 earliest available data,
Source 4 geographical coverage,
Source 4 link to data source,
Source 3 link to data source text,
Source 4 release date,
Source 4 next release,
Source 4 statistical classification,
Source 4 contact details,
Source 4 other information,
