National metadata,
Indicator available,Proportion of entries at GCSE level English and Mathematics achieving a pass grade
Indicator description,"Proportion of population in a given age group achieving at least a fixed level of proficiency in fuctional (a) literacy and (b) numeracy skills, by sex"
National comparability,Comparable across UK local authorities
Unit of measurement,Percentage
Definitions,
Calculations,No Calculations
Other information,Percentage of Pupils either achieving an A*-C or grades 9-4
Settings,
Reporting status,complete
Non-statistical indicator,N
Graph type,line
Graph title,Proportion of entries at GCSE level English and Mathematics achieving a pass grade
Indicator content,
Sources,
Source 1 organisation,Department for Education
Source 1 periodicity,Annual
Source 1 earliest available data,2010/2011
Source 1 geographical coverage,Bristol
Source 1 link to data source,https://www.gov.uk/government/statistics/key-stage-4-performance-2019-revised
Source 1 link to data source text,Key stage 4
Source 1 release date,07/09/2020
Source 1 next release,TBA
Source 1 statistical classification,National Statistics
Source 1 contact details,Attainment.STATISTICS@education.gov.uk
Source 1 other information,
Source 2 organisation,
Source 2 periodicity,
Source 2 earliest available data,
Source 2 geographical coverage,
Source 2 link to data source,
Source 2 link to data source text,
Source 2 release date,
Source 2 next release,
Source 2 statistical classification,
Source 2 contact details,
Source 2 other information,
Source 3 organisation,
Source 3 periodicity,
Source 3 earliest available data,
Source 3 geographical coverage,
Source 3 link to data source,
Source 3 link to data source text,
Source 3 release date,
Source 3 next release,
Source 3 statistical classification,
Source 3 contact details,
Source 3 other information,
Source 4 organisation,
Source 4 periodicity,
Source 4 earliest available data,
Source 4 geographical coverage,
Source 4 link to data source,
Source 3 link to data source text,
Source 4 release date,
Source 4 next release,
Source 4 statistical classification,
Source 4 contact details,
Source 4 other information,
