National metadata,
Indicator available,Secondary school absence rate
Indicator description,The percentage of pupils absent in bristol
National comparability,Comparable to other Local authorities
Unit of measurement,Percentage half days missed
Definitions,Percentage of half days missed by pupils due to overall absence (including authorised and unauthorised absence).
Calculations,No additional calculations have been performed on this dataset and it is presented as found
Other information,
Settings,
Reporting status,complete
Non-statistical indicator,N
Graph type,line
Graph title,Secondary school absence rate
Indicator content,
Sources,
Source 1 organisation,PHE Fingertips
Source 1 periodicity,Annual
Source 1 earliest available data,2011
Source 1 geographical coverage,Bristol
Source 1 link to data source,https://fingertips.phe.org.uk/profile/wider-determinants/data#page/4/gid/1938133071/pat/6/par/E12000009/ati/102/are/E06000023/iid/10301/age/193/sex/4
Source 1 link to data source text,PHE Fingertips
Source 1 release date,04/08/2020
Source 1 next release,TBA
Source 1 statistical classification,Official Statistic
Source 1 contact details,City.office@bristol.gov.uk
Source 1 other information,"The number of half day sessions missed due to overall absence, expressed as a percentage of the total number of possible sessions."
Source 2 organisation,
Source 2 periodicity,
Source 2 earliest available data,
Source 2 geographical coverage,
Source 2 link to data source,
Source 2 link to data source text,
Source 2 release date,
Source 2 next release,
Source 2 statistical classification,
Source 2 contact details,
Source 2 other information,
Source 3 organisation,
Source 3 periodicity,
Source 3 earliest available data,
Source 3 geographical coverage,
Source 3 link to data source,
Source 3 link to data source text,
Source 3 release date,
Source 3 next release,
Source 3 statistical classification,
Source 3 contact details,
Source 3 other information,
Source 4 organisation,
Source 4 periodicity,
Source 4 earliest available data,
Source 4 geographical coverage,
Source 4 link to data source,
Source 4 link to data source text,
Source 4 release date,
Source 4 next release,
Source 4 statistical classification,
Source 4 contact details,
Source 4 other information,
