National metadata,
Indicator available,Percentage of children in poverty (ward average)
Indicator description,ward average percentage of children under 18 living in poverty before and after housing costs are taken into account.
National comparability,
Unit of measurement,Percentage (%)
Definitions,"This dataset estimates the percentage of children living in households with below 60% median income in the local area. Housing costs here are defined as income available to a household once rent, water rates, mortgage interest payments, buildings insurance payments, ground rent and service charges are paid."
Calculations,No calculations were performed in the data acquisition of this indicator as appropriate data was readily available in the final format specified by this indicator.
Other information,
Settings,
Reporting status,complete
Non-statistical indicator,N
Graph type,line
Graph title,Percentage of children in poverty (ward average)
Indicator content,
Sources,
Source 1 organisation,End child poverty
Source 1 periodicity,Annual
Source 1 earliest available data,2013
Source 1 geographical coverage,Bristol
Source 1 link to data source,https://www.endchildpoverty.org.uk/poverty-in-your-area-2014/
Source 1 link to data source text,Poverty in your area 2014
Source 1 release date,2014
Source 1 next release,TBA
Source 1 statistical classification,Statistic
Source 1 contact details,
Source 1 other information,
Source 2 organisation,End child poverty
Source 2 periodicity,Annual
Source 2 earliest available data,2015
Source 2 geographical coverage,Bristol
Source 2 link to data source,https://www.endchildpoverty.org.uk/poverty-in-your-area-2016/
Source 2 link to data source text,Poverty in your area 2016
Source 2 release date,2016
Source 2 next release,TBA
Source 2 statistical classification,Statistic
Source 2 contact details,
Source 2 other information,
Source 3 organisation,End child poverty
Source 3 periodicity,Annual
Source 3 earliest available data,2017
Source 3 geographical coverage,Bristol
Source 3 link to data source,https://www.endchildpoverty.org.uk/poverty-in-your-area-2018/
Source 3 link to data source text,Poverty in your area 2018
Source 3 release date,2018
Source 3 next release,TBA
Source 3 statistical classification,Statistic
Source 3 contact details,
Source 3 other information,
Source 4 organisation,End child poverty
Source 4 periodicity,Annual
Source 4 earliest available data,2018
Source 4 geographical coverage,Bristol
Source 4 link to data source,https://www.endchildpoverty.org.uk/poverty-in-your-area-2019/
Source 3 link to data source text,Poverty in your area 2019
Source 4 release date,2019
Source 4 next release,TBA
Source 4 statistical classification,Statistic
Source 4 contact details,
Source 4 other information,
